features,funny,happy,sad,scary,tender,trance
"[86.1328125, 0.025482457131147385, 0.008937835693359375, 0.6793136596679688, 0.03249436616897583, 12.731107711791992, 89.94503021240234, -11.464456558227539, 15.997090339660645, -3.20833158493042, 5.630366325378418, -4.781522274017334, 4.586528301239014, -1.6877923011779785, 6.250678539276123, -4.8782639503479, 5.913604736328125, -4.34876012802124, 4.041731357574463, -7.923105716705322, 2.046811819076538, -6.20625638961792, 3.750887870788574, -2.0660932064056396, 2.623295307159424, 25.677518844604492, 24.044540405273438, 9.392848014831543, 8.070719718933105, 7.332205772399902, 8.194840431213379, 7.028870105743408, 5.444165229797363, 4.963016986846924, 5.295250415802002, 5.218848705291748, 6.165700435638428, 5.241819858551025, 5.455775737762451, 5.322551727294922, 5.452970027923584, 5.455737590789795, 6.478082180023193, 6.097494602203369, 6.3418097496032715, 0.21004439890384674, 0.3985144793987274, 0.23230122029781342, 0.199512779712677, 0.24838818609714508, 0.2496318817138672, 0.3746573030948639, 0.37027209997177124, 0.31423434615135193, 0.2369089275598526, 0.19648902118206024, 0.17384177446365356, 2472.879191780103, 537.9999521865666, 2491.501890962891, 320.771717886447, 15.41299381854784, 13.204594796463146, 16.245701366534885, 17.234694983682427, 18.999522127806213, 20.235993918584715, 52.99753271899904, 4.812413281773971, 3.3189568131362166, 3.6046087837877256, 2.905470754344348, 3.4168742823795415, 4.380473328910064, 5.286859234565068]",1,0,0,0,0,0
"[89.10290948275862, 0.007566983811557293, 0.0007929131388664246, 0.880954384803772, 0.03837576135993004, -249.82119750976562, 137.70684814453125, 23.097789764404297, 34.864112854003906, 25.514019012451172, 7.721800804138184, 9.687694549560547, 7.249490261077881, -5.186306953430176, 4.086062908172607, 0.7095001339912415, -2.335296392440796, -2.327157974243164, -4.991745471954346, -4.013951778411865, -4.863466262817383, -0.31221556663513184, 1.0044140815734863, -6.094236373901367, -10.098345756530762, 72.59361267089844, 37.687686920166016, 17.291101455688477, 16.104402542114258, 12.487393379211426, 10.845802307128906, 10.305619239807129, 10.369851112365723, 11.802526473999023, 8.06136703491211, 7.9984283447265625, 7.052952289581299, 9.134373664855957, 6.896195411682129, 10.052635192871094, 7.257030487060547, 9.349791526794434, 7.896693706512451, 6.791243076324463, 8.742632865905762, 0.2208370864391327, 0.16835616528987885, 0.14738726615905762, 0.4845675826072693, 0.07170812785625458, 0.1215832531452179, 0.09776734560728073, 0.15692973136901855, 0.5955855250358582, 0.1035432368516922, 0.15654318034648895, 0.10129580646753311, 1243.3618427867696, 849.4216831273312, 1836.3794237993973, 793.2236790181722, 21.89918681891524, 17.931787128140577, 21.538431001875097, 22.617959220655734, 21.972039555330284, 23.077915333249845, 48.750933087108066, 4.669033947266543, 4.4097750269506815, 3.8574709198283945, 5.2155455225284175, 4.467854300614376, 3.6364776117631097, 4.428218031362266]",0,0,0,0,1,0
"[123.046875, 0.0361456498503685, 0.008817542344331741, 0.7009656429290771, 0.03475862741470337, -43.5909423828125, 96.58123016357422, 19.0788516998291, 20.031173706054688, 13.63456916809082, 14.000391960144043, -4.343716621398926, 5.304405212402344, -5.666525840759277, 9.046939849853516, -3.1749749183654785, 0.6381075978279114, -5.533339500427246, 2.621370792388916, -3.015965700149536, -1.2680065631866455, -5.919101238250732, 2.13372540473938, -7.167682647705078, -4.075660228729248, 36.47444534301758, 23.16516876220703, 15.759939193725586, 13.403552055358887, 9.091997146606445, 8.365411758422852, 7.706586837768555, 8.247369766235352, 6.674264907836914, 9.067848205566406, 9.618330955505371, 6.390077114105225, 6.245694637298584, 8.771327018737793, 6.154963970184326, 7.193682670593262, 7.132111549377441, 6.441597938537598, 7.468526840209961, 7.451900959014893, 0.14020512998104095, 0.2711970806121826, 0.41917431354522705, 0.2783890962600708, 0.34751197695732117, 0.20065268874168396, 0.19483298063278198, 0.29544320702552795, 0.22571887075901031, 0.3887903392314911, 0.14669948816299438, 0.17764143645763397, 2245.687322355363, 653.9680963769996, 2690.837406286949, 413.2740657644643, 19.61200984318025, 16.501532363985195, 21.03652918279123, 20.877135970682556, 21.973962527536408, 16.860339693977057, 48.90682077455459, 4.747303123513697, 3.910457897127912, 4.405485088587747, 4.266238395332591, 4.548961585183667, 3.1321710460625805, 3.820834524221557]",0,1,0,0,0,0
"[161.4990234375, 0.008133545517921448, 0.0028551246505230665, 0.6737346649169922, 0.061668671667575836, -131.39112854003906, 91.46519470214844, 4.710053443908691, 22.27462387084961, 4.259937286376953, 1.0579071044921875, -6.818769454956055, -4.319675922393799, -10.37927532196045, -6.442818641662598, -8.044568061828613, -2.6306517124176025, -7.832562446594238, -2.7236006259918213, -7.840843677520752, -3.4713969230651855, -5.728078365325928, -3.040553092956543, -0.8822743892669678, 4.187678337097168, 70.90950012207031, 23.656265258789062, 19.29180335998535, 13.592737197875977, 12.561408042907715, 10.549996376037598, 11.112847328186035, 9.935179710388184, 10.0565767288208, 11.066662788391113, 9.773192405700684, 7.707557201385498, 7.620111465454102, 6.842177391052246, 7.449545383453369, 6.651357173919678, 5.3239288330078125, 7.393004417419434, 8.676048278808594, 8.388672828674316, 0.260661244392395, 0.17341794073581696, 0.3168630599975586, 0.3365272581577301, 0.2232958823442459, 0.1208401471376419, 0.2499660700559616, 0.29269787669181824, 0.1725095957517624, 0.2523272931575775, 0.27379360795021057, 0.31314030289649963, 2322.6441123554814, 632.3663678566235, 2579.8732551085964, 414.41948718682835, 18.77150162910449, 15.764840662999699, 19.47952073358925, 18.969975800442207, 19.379348135114725, 19.293602123911505, 48.450025223760655, 5.022216725436224, 3.750413682928807, 4.379384338804393, 3.6169502576085133, 3.3254996478179955, 3.313015353714375, 4.543831302490902]",0,1,0,0,0,0
"[86.1328125, 0.0004370103415567428, 0.0002546849427744746, 0.7438172101974487, 0.01442041341215372, -269.58026123046875, 132.61639404296875, -4.725513458251953, 11.712158203125, -0.2424381673336029, 1.9781866073608398, -10.8981294631958, 4.946545124053955, -1.3105806112289429, 11.434900283813477, -3.2556936740875244, -0.11297585815191269, -7.120176315307617, 1.5971649885177612, -4.292990684509277, -1.227878451347351, -2.8973774909973145, 5.331935882568359, -0.2646430432796478, 1.1819500923156738, 96.29108428955078, 49.55469512939453, 21.4379825592041, 13.092174530029297, 11.833220481872559, 13.474632263183594, 15.996880531311035, 9.005356788635254, 9.463293075561523, 11.636889457702637, 12.317656517028809, 6.680558204650879, 9.028307914733887, 7.317949295043945, 6.851284027099609, 7.45635986328125, 7.345330715179443, 5.933767795562744, 8.173633575439453, 7.373333930969238, 0.276430606842041, 0.1354716271162033, 0.14030997455120087, 0.2204025834798813, 0.41379308700561523, 0.5121535658836365, 0.2196679562330246, 0.21975590288639069, 0.20465663075447083, 0.15945814549922943, 0.16154128313064575, 0.18952566385269165, 1853.749710633932, 960.7061219149318, 1992.0516599352106, 582.1486268840006, 14.667320037935196, 13.833556756710793, 16.580073847640296, 19.575803030518685, 19.97883816686018, 16.7556562919666, 50.442173326556706, 4.758094812801309, 3.738193566280429, 4.0602568970665, 4.565779125539695, 5.633492288483896, 2.0013140623010384, 4.819797476643782]",0,0,0,1,0,0
"[107.666015625, 0.023964419960975647, 0.009445851668715477, 0.49890536069869995, 0.05663897097110748, -36.985740661621094, 63.57301330566406, 10.404901504516602, 18.0838680267334, 12.723877906799316, 16.548831939697266, 2.8345634937286377, 12.974072456359863, 2.0206220149993896, 6.6370673179626465, 1.6521961688995361, 8.138079643249512, 4.433094024658203, 5.0387187004089355, -1.6981818675994873, -1.669930338859558, -6.261369705200195, 2.984496831893921, 1.656429648399353, -0.12568077445030212, 47.94402313232422, 19.007211685180664, 22.10955810546875, 12.442364692687988, 7.829954147338867, 8.716459274291992, 8.568623542785645, 7.67588472366333, 7.307028770446777, 7.359438419342041, 6.643503665924072, 6.712523460388184, 7.152493953704834, 6.5687689781188965, 5.456264495849609, 5.5550312995910645, 5.6867570877075195, 5.373270511627197, 6.484067916870117, 5.407047271728516, 0.2426476776599884, 0.2655993700027466, 0.2829352021217346, 0.2747613787651062, 0.28073105216026306, 0.3464905321598053, 0.40375930070877075, 0.3487948477268219, 0.27993959188461304, 0.21008671820163727, 0.20196165144443512, 0.20717266201972961, 2962.1057397635805, 673.0788573325302, 2980.3974278068954, 345.5922005154266, 20.93137673956094, 13.76479636737019, 15.452041913926934, 15.789691311100059, 16.30631850699103, 16.627290070041465, 48.78089306550985, 4.938069697110399, 4.333200253524616, 4.603776877195844, 4.92904790882745, 3.677468114351818, 2.6347112131807595, 3.6687745015489788]",0,0,0,0,0,1
"[135.99917763157896, 0.005912920460104942, 0.003132734913378954, 0.6779756546020508, 0.013781988993287086, -27.493043899536133, 62.28539276123047, -7.904508113861084, 14.25110149383545, -9.878059387207031, 7.076363563537598, -13.24846363067627, 0.059837449342012405, -9.548816680908203, -2.9811654090881348, -8.00049877166748, -1.7246589660644531, -7.3407721519470215, -0.8804801106452942, -6.232429027557373, -1.7105547189712524, -6.905111789703369, 0.4515654742717743, -2.809176206588745, 5.818897247314453, 28.950674057006836, 16.63439178466797, 8.852862358093262, 7.532626152038574, 5.0383453369140625, 5.708727836608887, 4.6333723068237305, 4.510626316070557, 4.178234100341797, 3.657073974609375, 3.9678430557250977, 3.8010849952697754, 3.642768621444702, 3.5762975215911865, 4.008151054382324, 3.491230010986328, 3.5133843421936035, 3.5877254009246826, 3.752598762512207, 3.7866997718811035, 0.3219820559024811, 0.19803860783576965, 0.2298305481672287, 0.22608213126659393, 0.3342806398868561, 0.6184771656990051, 0.22384674847126007, 0.15108579397201538, 0.13838736712932587, 0.22501392662525177, 0.19922369718551636, 0.2518012523651123, 3242.7262907269755, 459.98763734916116, 2761.1473676184214, 142.77857454988578, 16.44946151873303, 13.367987750448329, 14.895412511230154, 15.374726031170168, 15.579344729120935, 14.187661682280766, 49.77852798126789, 4.386422371585612, 3.4477090563869943, 3.467358346459043, 2.706107165219717, 2.2435943880645617, 1.1311633861021866, 2.882220684628099]",0,0,0,0,0,1
"[234.90767045454547, 0.011443155817687511, 0.0015488218050450087, 0.8547952771186829, 0.09084973484277725, -203.92160034179688, 110.18266296386719, 1.7464840412139893, 22.95412826538086, 1.0487216711044312, 0.3220662474632263, 4.019235134124756, 6.337169170379639, -2.687490463256836, -1.8426930904388428, -0.8567771315574646, 11.495038032531738, 6.086727142333984, -2.7137575149536133, -4.773401260375977, -0.3869113326072693, 2.044933319091797, 3.9663732051849365, -4.529752254486084, -2.406569004058838, 121.7487564086914, 48.8319206237793, 15.896851539611816, 12.885902404785156, 10.829039573669434, 8.927474975585938, 8.464073181152344, 7.848881244659424, 8.081880569458008, 7.741183280944824, 6.688098430633545, 7.9846720695495605, 7.030937194824219, 7.6775126457214355, 6.0374345779418945, 5.108328819274902, 5.715408802032471, 6.3443193435668945, 5.039895534515381, 7.587257385253906, 0.38990166783332825, 0.24472230672836304, 0.3392474949359894, 0.23578689992427826, 0.25312379002571106, 0.34037768840789795, 0.20198173820972443, 0.27992603182792664, 0.12458392232656479, 0.30862703919410706, 0.06817816942930222, 0.16602736711502075, 1814.9556442001822, 910.7901013950724, 2214.409711140101, 698.860193561412, 14.344725944363859, 13.635612071096954, 16.337150014388254, 17.756403999255372, 20.366963645343247, 21.98346586211535, 49.520193409350284, 4.090446553029684, 4.1884481601783055, 4.259705013829514, 3.4196446058398497, 3.359487488309303, 3.781189390045656, 5.33139692670791]",0,0,0,1,0,0
"[151.99908088235293, 0.014655431732535362, 0.0005435004131868482, 0.877880871295929, 0.040843211114406586, -225.22662353515625, 195.95217895507812, -13.228708267211914, 15.032303810119629, 4.405451774597168, 1.8889546394348145, 10.222603797912598, 0.9290611743927002, -11.33919620513916, -6.456675052642822, -3.6347899436950684, -0.5903905034065247, -3.8184313774108887, 0.8895464539527893, -3.123089075088501, -6.666195392608643, -9.552286148071289, -4.532190799713135, -4.750324249267578, -0.8333609700202942, 30.063217163085938, 16.40663719177246, 11.947020530700684, 8.826983451843262, 7.823038578033447, 6.904839992523193, 8.306742668151855, 6.535452365875244, 7.191672325134277, 8.935600280761719, 6.899075984954834, 10.446393013000488, 7.575749397277832, 6.50741720199585, 6.292111396789551, 5.366910457611084, 6.7706146240234375, 8.711976051330566, 8.772400856018066, 6.971744537353516, 0.14360621571540833, 0.48622211813926697, 0.3937520384788513, 0.09508392214775085, 0.1212497353553772, 0.012140750885009766, 0.09889508038759232, 0.01514526642858982, 0.3392035663127899, 0.344318687915802, 0.05507414788007736, 0.12851238250732422, 819.8485137529065, 146.79880806225765, 1121.5363260406177, 165.39960774633636, 18.136628724517767, 20.17997222520664, 22.238549360121382, 23.78447481023328, 22.356085956811395, 21.20696985217734, 47.14436722052706, 4.949202471026807, 3.522941508899175, 3.6094787981423417, 2.9686740698947456, 2.868968303909244, 2.494895398596564, 3.8239095862654215]",0,0,1,0,0,0
"[129.19921875, 0.014798585325479507, 0.00036716199247166514, 0.7741125822067261, 0.043722279369831085, -202.19332885742188, 145.88217163085938, -24.59636116027832, 3.7728917598724365, 17.97146987915039, -22.926794052124023, -10.636391639709473, 4.304213047027588, -25.168964385986328, -11.9104642868042, -26.689796447753906, -18.244245529174805, -13.316481590270996, -19.743627548217773, -18.627248764038086, -1.3767569065093994, -10.460089683532715, -5.6060028076171875, -12.166775703430176, -9.648689270019531, 53.29273986816406, 20.920421600341797, 20.606433868408203, 15.969090461730957, 10.377325057983398, 6.979318141937256, 8.365377426147461, 6.240894317626953, 8.01314640045166, 5.495620250701904, 6.282330513000488, 5.466189861297607, 6.055460453033447, 5.244405269622803, 4.453871250152588, 4.872929096221924, 5.39448881149292, 9.23802375793457, 10.23861026763916, 13.269820213317871, 0.05934576317667961, 0.24478690326213837, 0.4455469846725464, 0.04236872121691704, 0.10293848812580109, 0.04726232588291168, 0.3413509726524353, 0.29504433274269104, 0.15501832962036133, 0.3107875883579254, 0.1057208776473999, 0.2512193024158478, 1252.9934644889856, 272.0157830303368, 1718.3797481888332, 395.1271236889286, 25.486205701948958, 20.828996158688632, 22.794571922823508, 22.255177288696167, 21.77988111177424, 23.497611108902873, 48.56738983740849, 4.3162961534988815, 4.948578856157471, 4.91234966808768, 3.430906160356637, 2.89450078867607, 3.3694554328700415, 3.641123664256067]",0,0,0,0,1,0
"[117.45383522727273, 0.022803211584687233, 0.016545867547392845, 0.5658418536186218, 0.07614477723836899, -35.213340759277344, 74.85895538330078, 21.82028579711914, 16.913928985595703, 7.725344657897949, 2.5206758975982666, -2.2864415645599365, 4.808844089508057, -5.665384292602539, 3.1762962341308594, -0.518322229385376, 0.04894682392477989, -2.679138422012329, 1.2711540460586548, -4.184934139251709, 0.36348220705986023, -4.145323753356934, 1.2312133312225342, -1.8886163234710693, 0.11988326907157898, 41.87799072265625, 20.491878509521484, 20.270479202270508, 14.570150375366211, 13.584335327148438, 10.167649269104004, 11.059865951538086, 9.075652122497559, 8.880687713623047, 8.759840965270996, 8.338650703430176, 7.1900763511657715, 6.517638683319092, 7.4277801513671875, 9.400096893310547, 6.693110466003418, 6.152735710144043, 6.662252902984619, 8.561036109924316, 8.023627281188965, 0.35549336671829224, 0.31701090931892395, 0.38368621468544006, 0.2529887557029724, 0.2137981504201889, 0.2902219891548157, 0.20914657413959503, 0.2868843674659729, 0.17732195556163788, 0.2755599319934845, 0.30321961641311646, 0.24264927208423615, 2880.368459677236, 771.017126348278, 3006.654320380957, 320.63606023673, 19.205654945927787, 14.46672532959082, 18.907062743857626, 18.690092091112838, 18.165614504574602, 16.87846565784532, 46.379941554370895, 5.194275100353498, 3.539766239628656, 4.211525322568804, 4.126046187031549, 3.8594592287531513, 2.6141034250710677, 2.8149693329143135]",1,0,0,0,0,0
"[129.19921875, 0.007487972732633352, 0.006658093072474003, 0.5315767526626587, 0.04447457939386368, -29.44045066833496, 64.75823974609375, -0.25856077671051025, 10.315593719482422, -14.717333793640137, 10.775408744812012, -18.717710494995117, 5.905447483062744, -13.645315170288086, 9.14099407196045, -15.142909049987793, 3.906956434249878, -15.197550773620605, 3.7478268146514893, -12.527024269104004, 2.9033801555633545, -12.181380271911621, 1.6857472658157349, -14.503935813903809, 1.0863839387893677, 51.13560104370117, 25.222726821899414, 29.27252960205078, 13.412003517150879, 9.631053924560547, 7.508823394775391, 6.3073859214782715, 6.270450115203857, 6.633511066436768, 7.447574138641357, 5.089164733886719, 5.492699146270752, 4.961231708526611, 5.26112699508667, 4.389617919921875, 5.114288806915283, 4.914740085601807, 4.243567943572998, 4.490949630737305, 4.735053539276123, 0.28040558099746704, 0.2742706537246704, 0.39049968123435974, 0.26851433515548706, 0.28344157338142395, 0.2709422707557678, 0.2524874210357666, 0.2672582268714905, 0.2469513863325119, 0.317006379365921, 0.25177890062332153, 0.23132672905921936, 3386.266867892216, 716.4743223487867, 2874.5511707379965, 300.397626538269, 19.28322381627962, 11.643076015657027, 14.979543901043046, 16.526006936828683, 16.54711276111164, 15.05365749753436, 61.939123512194826, 4.450915045028567, 3.118568007380244, 3.5739930812365235, 3.6514723325538996, 2.927174379907118, 1.491534611335133, 5.020953846100872]",0,0,0,0,0,1
"[99.38401442307692, 0.028161166235804558, 0.0023863245733082294, 0.9029653072357178, 0.035327669233083725, -97.77865600585938, 96.93414306640625, 31.464435577392578, 25.759851455688477, 22.366044998168945, 12.032450675964355, 6.719256401062012, 10.162616729736328, -3.5973916053771973, 10.283062934875488, 0.5031746625900269, 6.9384050369262695, 0.664828360080719, 6.970623970031738, -1.5423043966293335, 7.386861324310303, -3.11344051361084, 2.1882050037384033, 0.4706079661846161, 6.695104122161865, 37.16152572631836, 28.334823608398438, 18.29606819152832, 15.215611457824707, 12.082230567932129, 7.902461051940918, 8.747811317443848, 9.311563491821289, 6.516997337341309, 7.466362476348877, 6.747846603393555, 6.814187526702881, 6.371133804321289, 7.186992168426514, 7.6796183586120605, 6.407730579376221, 5.3244829177856445, 6.897299766540527, 7.714385032653809, 9.303022384643555, 0.1351677030324936, 0.3377009332180023, 0.08560149371623993, 0.2962104082107544, 0.08597586303949356, 0.19417281448841095, 0.2154184877872467, 0.15339718759059906, 0.5035476088523865, 0.006811236031353474, 0.052908070385456085, 0.0035827900283038616, 2178.431460151312, 716.2305685279152, 2823.3448708615915, 450.87908597139113, 19.3100172409963, 16.875973720933438, 19.967902343562166, 19.40657228645214, 18.52652317075152, 17.11385570282338, 48.97602985081614, 4.387984437702032, 3.5382141245873067, 3.633108696482702, 3.18921128594399, 2.8248733254111897, 2.4693319230133848, 3.488712383928418]",0,0,0,0,1,0
"[99.38401442307692, 0.01614055596292019, 0.0010366241913288832, 0.7919430136680603, 0.04104969650506973, -196.42564392089844, 176.67494201660156, 3.7771570682525635, 10.70639705657959, -7.899197578430176, -3.669167995452881, -6.686295509338379, -7.078854560852051, -23.5465030670166, -0.7934343814849854, -10.940067291259766, 2.797248363494873, -4.272475719451904, 0.3001572787761688, -4.364546298980713, 2.669917583465576, -9.338025093078613, -1.6174736022949219, -13.588967323303223, -13.967742919921875, 53.94169998168945, 25.01205062866211, 14.164331436157227, 11.26856517791748, 7.829451560974121, 9.481640815734863, 6.477689266204834, 8.088534355163574, 9.851502418518066, 8.921005249023438, 8.58518123626709, 6.583272933959961, 8.778653144836426, 6.576296806335449, 8.784249305725098, 9.036086082458496, 6.9968953132629395, 6.552608489990234, 6.630244731903076, 9.055240631103516, 0.04178526625037193, 0.3352036476135254, 0.2778121829032898, 0.016024570912122726, 0.313004732131958, 0.017550326883792877, 0.22194474935531616, 0.3692364990711212, 0.07247398048639297, 0.22401955723762512, 0.04565241187810898, 0.4785974323749542, 961.2652003061269, 296.18139741872113, 1352.6596846855603, 455.08236527580834, 22.084236788754023, 18.572813819199666, 23.788877663021328, 23.268566652186962, 22.3164310924615, 24.0527435610609, 56.32269807896911, 4.632849278486721, 4.50888182585132, 3.964183274161082, 3.5387017313938696, 2.84478082257009, 4.074573011460611, 5.632322388742808]",0,0,0,0,1,0
"[41.015625, 0.005486531648784876, 9.843323641689494e-05, 0.9549106359481812, 0.03444814682006836, -474.8691711425781, 156.1409912109375, 112.5678939819336, 71.42945861816406, 41.54987716674805, 20.473182678222656, 6.657658576965332, -0.8111408948898315, -4.437790870666504, -6.803708553314209, -9.273914337158203, -11.291919708251953, -10.984715461730957, -7.930802822113037, -3.7793314456939697, -0.4298185706138611, 1.359272837638855, 2.072624683380127, 2.6090047359466553, 3.152202606201172, 21.145042419433594, 15.890764236450195, 12.911802291870117, 11.796967506408691, 10.95259952545166, 8.704852104187012, 7.420910835266113, 6.787167549133301, 6.385715961456299, 6.152185916900635, 5.690154075622559, 5.1035614013671875, 4.450565814971924, 4.611140251159668, 5.191086769104004, 5.530340194702148, 4.985260009765625, 4.701504707336426, 6.021806716918945, 6.979532241821289, 0.03783109411597252, 0.214819997549057, 0.05382174998521805, 0.04388820752501488, 0.31713154911994934, 0.03259235620498657, 0.2961111068725586, 0.021001869812607765, 0.24921099841594696, 0.38881248235702515, 0.09629275649785995, 0.26584330201148987, 280.8153591170629, 60.033043573779814, 645.6032817644832, 127.92055523603901, 21.30700587802612, 16.716425048232363, 24.460718369293687, 16.0685244472865, 14.669982260180934, 13.962870099934607, 43.27214347186908, 4.5875307719516405, 3.7759682978367106, 5.870786206066556, 4.269290203998676, 2.1054288027151618, 1.4308612595411898, 3.3255573164025582]",0,0,1,0,0,0
"[161.4990234375, 0.04230969026684761, 0.008863667026162148, 0.7194406390190125, 0.0649842768907547, -76.21083068847656, 92.25010681152344, 21.87246322631836, 27.169780731201172, 10.840641021728516, 17.906402587890625, 0.11448272317647934, 4.419407367706299, -8.524752616882324, 2.1577205657958984, -5.196025848388672, -1.4710828065872192, -8.514108657836914, -3.726684331893921, -3.555825710296631, -0.11550402641296387, -4.369781017303467, 1.7899025678634644, -4.593791484832764, -0.7274970412254333, 51.98416519165039, 17.992393493652344, 15.864407539367676, 12.139625549316406, 11.248919486999512, 10.532182693481445, 10.359469413757324, 10.252863883972168, 10.050252914428711, 10.990474700927734, 10.493143081665039, 10.786638259887695, 11.564428329467773, 9.860635757446289, 9.953007698059082, 9.320379257202148, 7.16962194442749, 10.626108169555664, 6.591860771179199, 8.791566848754883, 0.16356036067008972, 0.3077988028526306, 0.4674035608768463, 0.23567014932632446, 0.3025659918785095, 0.22364792227745056, 0.3389998972415924, 0.22019422054290771, 0.08288402110338211, 0.28040841221809387, 0.057982396334409714, 0.25388869643211365, 2115.5845290857424, 531.0713409734632, 2579.939684271093, 351.1207522360514, 20.00362307158382, 18.43397334768393, 20.023363886014256, 22.948828633002183, 20.06189420635287, 17.21297238409096, 51.08672782262154, 4.84735901045974, 4.4901367701767425, 4.846025931968741, 5.555245308442703, 4.995563071874714, 2.635284831663947, 3.7385744103633924]",0,1,0,0,0,0
"[99.38401442307692, 0.013390680775046349, 0.0010472898138687015, 0.7688589096069336, 0.042165882885456085, -158.85379028320312, 98.87045288085938, 21.86510467529297, 22.436262130737305, -8.131548881530762, -1.951468825340271, -14.573481559753418, -1.4632372856140137, -17.555009841918945, -8.997915267944336, -11.499841690063477, -7.744209289550781, -3.1037099361419678, -9.494888305664062, -12.972692489624023, -9.778127670288086, -8.070600509643555, -10.099127769470215, -12.563075065612793, 0.27236583828926086, 56.31343078613281, 45.318016052246094, 16.34910011291504, 15.733349800109863, 11.813392639160156, 9.491044044494629, 9.857304573059082, 11.810824394226074, 10.369335174560547, 10.395536422729492, 8.760637283325195, 8.810824394226074, 8.436577796936035, 6.605057239532471, 8.877436637878418, 8.7933931350708, 9.095632553100586, 9.079789161682129, 7.654343128204346, 9.165590286254883, 0.40408819913864136, 0.08832670748233795, 0.28319892287254333, 0.2970859408378601, 0.06124116852879524, 0.21376706659793854, 0.044598158448934555, 0.2178172916173935, 0.2127368301153183, 0.1355804055929184, 0.3250596523284912, 0.09610902518033981, 2185.261126588491, 1138.42332048713, 2418.989182759876, 595.2420330019341, 23.044284034871122, 19.00624720021614, 22.951290701108398, 22.195138746987748, 22.033782085837036, 19.222183957816377, 48.33754873471068, 4.435827094538003, 4.469547350057724, 4.560267397433594, 3.3667428621417357, 3.753341504975023, 3.1793462902531013, 4.0730049659968435]",0,0,0,0,1,0
"[172.265625, 0.05395834147930145, 0.007859365083277225, 0.7023100256919861, 0.02655556984245777, 56.587554931640625, 53.65385055541992, -10.900232315063477, 14.34628677368164, -0.10094995051622391, 4.556090354919434, -0.23734840750694275, 3.1905710697174072, -4.02838659286499, -0.13070416450500488, -4.701338291168213, 1.1698625087738037, -3.4803574085235596, -1.4288593530654907, -6.164219379425049, -2.336273431777954, -5.496227741241455, -0.3369668424129486, -5.282453536987305, -1.6017132997512817, 12.321237564086914, 8.111397743225098, 8.28110122680664, 6.159200191497803, 6.286601543426514, 6.168215274810791, 5.88303804397583, 5.8993048667907715, 6.124439239501953, 5.709991931915283, 5.7506632804870605, 6.042583465576172, 5.144258975982666, 4.587760925292969, 4.435876369476318, 4.652159690856934, 4.6652302742004395, 4.355959892272949, 4.796290874481201, 5.042644023895264, 0.12871865928173065, 0.21510647237300873, 0.43293848633766174, 0.10604628920555115, 0.2208450734615326, 0.07392361760139465, 0.35305821895599365, 0.27722856402397156, 0.15220975875854492, 0.42085617780685425, 0.09237797558307648, 0.2858597934246063, 3355.5540218559217, 192.59191394067057, 2897.2214004332595, 104.89269440339432, 19.32090698738877, 16.073667970535706, 17.190055693525263, 17.152685448983306, 17.54264484495341, 16.542092427400252, 46.74428755604964, 4.097511959920422, 3.795436491058699, 3.41583556116908, 2.531975485614408, 2.111592755152984, 1.466237229293781, 2.359652418727502]",0,0,0,0,0,1
"[129.19921875, 0.03398818522691727, 0.008176719769835472, 0.6342535614967346, 0.06204257532954216, -69.5521469116211, 54.59174728393555, 23.868261337280273, 3.044703245162964, 19.1124267578125, 18.893199920654297, 9.620102882385254, 15.794156074523926, 3.3761062622070312, 14.607741355895996, 8.399028778076172, 9.422198295593262, 0.8954911231994629, 5.005167007446289, 0.27012667059898376, 5.835672855377197, -1.4891064167022705, 6.457459449768066, 3.1324329376220703, 8.19724178314209, 60.82455062866211, 31.21845245361328, 17.432565689086914, 16.482139587402344, 10.649519920349121, 10.11071491241455, 9.092975616455078, 7.785823822021484, 7.776008605957031, 9.384992599487305, 8.026058197021484, 7.996540546417236, 7.363410949707031, 8.282776832580566, 6.610095500946045, 6.613015174865723, 6.8548264503479, 5.373232841491699, 5.826122283935547, 6.073619365692139, 0.22651273012161255, 0.10504207015037537, 0.19763603806495667, 0.20919397473335266, 0.17026087641716003, 0.19315283000469208, 0.3838009536266327, 0.3750917613506317, 0.5671785473823547, 0.26203376054763794, 0.22651273012161255, 0.20120076835155487, 3415.969466579466, 1044.2555546476442, 3328.779249348408, 336.63680714161717, 23.367369107644784, 13.53029210124529, 15.608615553213282, 14.704133670140124, 16.008153716540118, 15.56226579281254, 55.422742265655366, 5.385491133561496, 4.603687642368167, 4.283925136585688, 3.315584596002901, 2.8395093356411785, 1.6738026009783462, 5.014532310813236]",0,0,0,0,0,1
