YTID,start_seconds,end_seconds,funny,happy,sad,scary,tender,trance
https://www.youtube.com/watch?v=-2R4R8Cp8zg,30.0,40.0,1,0,0,0,0,0
https://www.youtube.com/watch?v=-2l6x0AfNEo,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-2ooBZK8jP8,80.0,90.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-2s4JrPYDNw,19.0,29.0,1,1,0,0,0,0
https://www.youtube.com/watch?v=-2z_7I12p-4,0.0,10.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-315Tp-gxBc,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-34jdykhMa0,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-3LeWyzaUxA,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-3MzLUCeWZU,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-3Xf0qZgR_A,390.0,400.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-3_s2pM8zgM,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-3gufJfFXJI,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-49LAHt5UPY,100.0,110.0,0,0,0,1,0,0
https://www.youtube.com/watch?v=-4DLJA5ShGI,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-4PivAAdc3M,30.0,40.0,0,1,0,0,1,0
https://www.youtube.com/watch?v=-4SAOxykpNg,10.0,20.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-4XOT14Ku94,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-4fwRc6fXBo,30.0,40.0,0,0,1,0,0,0
https://www.youtube.com/watch?v=-515qrpb87o,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-55SUJnYzgo,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-58t9l93RgE,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-5BWqDTI8GE,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-5CQ8kvAMlg,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-5EtOjRtsa8,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-5KEhrlsmbU,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-5PJs98TGnE,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-5UqGEsMceY,0.0,8.0,0,0,0,1,0,0
https://www.youtube.com/watch?v=-5Wkc3w1L9s,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-5_XUcgrytU,370.0,380.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-5hfUDlHpkI,23.0,33.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-5rohE3oHE0,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-5vlEJwpYXU,130.0,140.0,0,0,1,0,0,0
https://www.youtube.com/watch?v=-69Z9uUv7gI,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-6ERtDGaArk,120.0,130.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-6HHqVmTOQY,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-6O8oK3yicU,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-6tVzaPRgFA,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-6wdhJLBDsI,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-7-irKl-5Qg,70.0,80.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-71FcbUaAas,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-7Ga9S1jAFA,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-7HGp-S8FHM,30.0,40.0,0,0,0,1,0,0
https://www.youtube.com/watch?v=-7I7ZmzEuMc,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-7eJFNAUuHw,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-7eqp_elTgk,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-7jaUlmrU9Y,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-84xdudDlwA,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-8E2XuSayvs,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-8LoicX72Lw,30.0,40.0,0,0,1,0,0,0
https://www.youtube.com/watch?v=-8QBkOvux1s,30.0,40.0,1,0,0,0,0,0
https://www.youtube.com/watch?v=-8SCAYr_Jpw,170.0,180.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-8h4Ccn5-Cg,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-8j7stC2WVg,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-96nUVbDiXU,100.0,110.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-98waJULB1E,4.0,14.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-9Lh20bRmT0,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-9tdnWfKLXw,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-9wU_scdEwU,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-A5NjRlC3oY,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-AAEFswD1r4,30.0,40.0,0,0,1,0,0,0
https://www.youtube.com/watch?v=-AE3HE-cM_s,15.0,25.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-AFo0Dstp2k,30.0,40.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-AW0jbh8Poc,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-Ab_XbPLPG0,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-AhM_tMucO4,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-ArBiqi8Wk8,80.0,90.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-ArVnrmCYkk,30.0,40.0,0,0,0,1,0,0
https://www.youtube.com/watch?v=-BNOIZVOVI8,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-BW9gUm-KaA,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-B_SktRe3VE,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-BfLyAjpt6k,30.0,40.0,0,0,1,0,0,0
https://www.youtube.com/watch?v=-BgCnrapy64,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-BkomV4AmwI,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-BqJO--It_4,200.0,210.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-BuYLobu90c,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-Bv8Dkss3UY,30.0,40.0,0,0,0,1,0,0
https://www.youtube.com/watch?v=-C0wSB6gEfw,30.0,40.0,1,0,0,0,0,0
https://www.youtube.com/watch?v=-C7uzYYG-0k,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-CIRc3lkWdk,30.0,40.0,1,0,0,0,0,0
https://www.youtube.com/watch?v=-CZznZ2DEBw,30.0,40.0,0,0,1,0,0,0
https://www.youtube.com/watch?v=-CcmCxOeRCw,30.0,40.0,1,0,0,0,0,0
https://www.youtube.com/watch?v=-CsrA0GOXbM,25.0,35.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-DDyFgWIisU,30.0,40.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-DPsBe-mzy8,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-DQraZ_ep84,30.0,40.0,1,0,0,0,0,0
https://www.youtube.com/watch?v=-DXbnp1N7Js,290.0,300.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-DZWsyuVG5c,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-Dm0CVlLzL4,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-E-a_pZms1I,340.0,350.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-E0ABoKzZIE,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-E4I6aOuzfY,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-E8pbUVW3N8,70.0,80.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-EAOKDazXGQ,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-EE6gVJPEko,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-EEurBkVg-s,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-EQEhZumxyc,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-ETxJa4zJJs,10.0,20.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-EpH0WdaLKQ,30.0,40.0,0,0,1,0,0,0
https://www.youtube.com/watch?v=-Ezebdmle1Q,390.0,400.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-F0BA2raASo,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-F0FPiqufh8,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-F8HkbJFdKw,30.0,40.0,0,0,0,1,0,0
https://www.youtube.com/watch?v=-F9Fah0i9o4,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-FETD9Ow2w8,30.0,40.0,1,0,0,0,0,0
https://www.youtube.com/watch?v=-FJz1nOE2bs,30.0,40.0,0,0,1,0,0,0
https://www.youtube.com/watch?v=-FgzsoQggsk,1.0,11.0,1,0,0,0,0,0
https://www.youtube.com/watch?v=-FmcLOrf0PA,90.0,100.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-FqvCPDKzFE,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-Fsrbbv3iOg,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-FwXeBqDc9Q,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-Fzm2O4Zt-k,30.0,40.0,1,0,0,0,0,0
https://www.youtube.com/watch?v=-G-jf0qP0P0,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-G0gzDvhVy4,0.0,8.0,0,0,1,0,0,0
https://www.youtube.com/watch?v=-G5PFNVEwJ0,30.0,40.0,0,0,1,0,0,0
https://www.youtube.com/watch?v=-GFaQ8_N2tY,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-GTAvy5Pu4k,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-GYwAv2geeE,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-GZwlM7U_4s,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-GiO2nKAsEQ,30.0,40.0,0,0,1,0,0,0
https://www.youtube.com/watch?v=-GkEGhZtqJM,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-GtUUKC-xxI,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-HIHOllooN0,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-HKaeYUlJ2w,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-HV7h4nhbeE,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-H_vmVLZwi0,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-Hdl1oTLlB4,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-HeO0TRz9u4,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-HjmVvJ8Enw,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-HoGEw-YzVw,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-Hpcyqo5c5s,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-HxYdz4DNUM,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-I4tWHw7uhU,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-I8-1s3Zh4Y,160.0,170.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-IFc55LGpPY,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-IVstdfBTj8,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-IYt8ip9Wyw,240.0,250.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-IiovtR2tC4,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-IwwzcnzRLk,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-J87cDY2faU,80.0,90.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-J9tWs1_P44,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-JNS0uByE_U,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-JUm-BZ6c18,30.0,40.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-J_FuTqi5As,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-JdOWIcRmLI,100.0,110.0,0,0,0,1,0,0
https://www.youtube.com/watch?v=-KCgWW42d0Q,260.0,270.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-KHfYv66Ec4,30.0,40.0,1,0,0,0,0,0
https://www.youtube.com/watch?v=-KHo9IYuBdI,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-KO9pQiU1_I,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-KWw_7x0GNw,30.0,40.0,0,0,1,0,0,0
https://www.youtube.com/watch?v=-KapkUxNqpo,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-Kfari3BNNM,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-Ks5GSe7m1o,30.0,40.0,0,0,0,1,0,0
https://www.youtube.com/watch?v=-L29on1_Hxs,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-L2BY3G33C0,240.0,250.0,0,0,1,0,0,0
https://www.youtube.com/watch?v=-L5wKEW0y1A,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-L9tFKZpJD0,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-LD97rY2WN8,30.0,40.0,0,0,1,0,0,0
https://www.youtube.com/watch?v=-LNdSJHcZg0,30.0,40.0,0,0,0,1,0,0
https://www.youtube.com/watch?v=-LZTMWBN8kU,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-LiiV9py0Rg,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-LkQwKq5l98,25.0,35.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-M1IeoqtSJk,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-M1qZu0rYvY,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-M6QV7URyuQ,30.0,40.0,0,0,0,1,0,0
https://www.youtube.com/watch?v=-M8cbhWDaO8,30.0,40.0,0,0,1,0,0,0
https://www.youtube.com/watch?v=-M8vsL3WDYY,30.0,40.0,0,0,1,0,0,0
https://www.youtube.com/watch?v=-MFu7xhZRBU,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-MKIhbk0Oqs,30.0,40.0,1,0,0,0,0,0
https://www.youtube.com/watch?v=-MQBEQ7uWEA,60.0,70.0,0,0,0,1,0,0
https://www.youtube.com/watch?v=-MRjdLBj7TQ,30.0,40.0,0,0,1,0,0,0
https://www.youtube.com/watch?v=-MSyH5iLbxs,30.0,40.0,0,0,1,0,0,0
https://www.youtube.com/watch?v=-MWdadfxLW4,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-MbKLGwQpaI,0.0,10.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-MjdD9-eVH0,30.0,40.0,1,0,0,0,0,0
https://www.youtube.com/watch?v=-MsQkxe5VE0,310.0,320.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-N-2zLtGdcQ,180.0,190.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-N2qls9gCxM,30.0,40.0,0,0,0,1,0,0
https://www.youtube.com/watch?v=-NCj7pDw9Yg,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-NIq1l6AizE,310.0,320.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-NP8UeWDUfM,190.0,200.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-NSYtqKt7RA,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-NY0R3Rc_R8,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-NZ8R0xsZ8E,25.0,35.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-NjywMzlbrg,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-Nny1ViHwkU,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-O5ZXAe5Xdw,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-O8N9ADEJVM,30.0,40.0,0,0,1,0,0,0
https://www.youtube.com/watch?v=-O8tHCOLaUQ,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-OC82H_fNWI,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-OGTm5jOE2I,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-OOt9hgR8kA,240.0,250.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-OVnpiSGUw0,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-OWYAGvxPEU,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-OmaDbrD-k0,190.0,200.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-OoI0JBrosY,30.0,40.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-Ow1e95L4WY,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-P1mi1gZQxk,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-PEXfmL3cIU,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-PFMmR0NQJo,30.0,40.0,0,0,0,1,0,0
https://www.youtube.com/watch?v=-PKQjg3_4UE,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-PZmuCbsL5E,30.0,40.0,0,0,1,0,0,0
https://www.youtube.com/watch?v=-PkFfzqpovg,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-PkjlzrRPuQ,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-Pv5rvBwAYU,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-PxB0gFkFfA,130.0,140.0,0,0,1,0,0,0
https://www.youtube.com/watch?v=-Q9N3JUC9Ks,30.0,40.0,1,0,0,0,0,0
https://www.youtube.com/watch?v=-QNBhKPrGPU,30.0,40.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-Qd3KLGaORU,150.0,160.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-QtL0saYKXQ,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-QzC8QxlCbw,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-RE93eGvHxw,130.0,140.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-RHOliUyF44,210.0,220.0,0,0,0,1,0,0
https://www.youtube.com/watch?v=-RTk8gijRw4,30.0,40.0,0,0,0,1,0,0
https://www.youtube.com/watch?v=-RVkR14wr_o,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-RXjYkPbyrk,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-RtOnWs1Kac,370.0,380.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-RyE8j8lW6I,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-SCQDvbY3wU,30.0,40.0,1,0,0,0,0,0
https://www.youtube.com/watch?v=-SCTYrq78NM,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-SCrM-xy6U4,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-SMatSXa9Y0,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-SchUjkgkSk,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-SekVRjsQgo,220.0,230.0,0,0,0,1,0,0
https://www.youtube.com/watch?v=-ShiLnubDqw,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-TGtCHzPlSw,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-TekwOqqJOA,10.0,20.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-Tnw2qDk_1M,40.0,50.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-Tq-Uzx83TE,40.0,50.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-Tqu_BL8Prk,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-TsXiRf_pEA,30.0,40.0,0,0,0,1,0,0
https://www.youtube.com/watch?v=-Tvf34bvfvE,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-TwS4acoxqw,30.0,40.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-UGwgZjm-hc,30.0,40.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-UIPvanry-M,410.0,420.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-US3yUZ6sqo,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-UTTACvDM2I,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-UYr3KYhhy0,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-UdfVAN9mtI,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-UjctPDc8dQ,30.0,40.0,0,1,0,0,1,0
https://www.youtube.com/watch?v=-Uv83ZxezkA,18.0,28.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-Uy5cHAllas,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-VCmGjA9ZSY,30.0,40.0,0,0,0,1,0,0
https://www.youtube.com/watch?v=-VEDp-VMWyc,350.0,360.0,0,0,0,1,0,0
https://www.youtube.com/watch?v=-VGbrxajiaE,2.0,12.0,1,0,0,0,0,0
https://www.youtube.com/watch?v=-VNb7e9CWUA,240.0,250.0,0,0,1,0,0,0
https://www.youtube.com/watch?v=-Va3FvX3hMw,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-Va87o0GqKA,180.0,190.0,0,0,0,1,0,0
https://www.youtube.com/watch?v=-Vzj0gyBUYc,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-W0uEKWilTc,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-W70ZS7VhxM,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-W8E1ctn35g,30.0,40.0,0,0,1,0,0,0
https://www.youtube.com/watch?v=-WHpmJAVO3k,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-WLCyY2z1lA,10.0,20.0,0,0,1,0,0,0
https://www.youtube.com/watch?v=-WQAnuQZg3o,30.0,40.0,0,0,1,0,0,0
https://www.youtube.com/watch?v=-WaLXnKkGuA,30.0,40.0,0,0,0,1,0,0
https://www.youtube.com/watch?v=-WlPNiOVXX4,30.0,40.0,1,0,0,0,0,0
https://www.youtube.com/watch?v=-WpxhCG2Hss,30.0,40.0,0,0,1,0,0,0
https://www.youtube.com/watch?v=-WxFlqvukKM,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-X0FGMUNb44,30.0,40.0,0,1,0,0,0,0
https://www.youtube.com/watch?v=-XSqD28MtyU,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-XchpNkUj9M,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-XlZQeog8vw,0.0,10.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-Xs_LtRTQrc,90.0,100.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-XxF0nyLCqs,330.0,340.0,0,0,0,0,0,1
https://www.youtube.com/watch?v=-Y2Z6g-OBAc,30.0,40.0,0,0,0,0,1,0
https://www.youtube.com/watch?v=-YFIRh-DB6w,30.0,40.0,0,0,0,0,1,0
